customer_id,name,email,country,signup_date
329,Riya Patel,customer329@example.com,Australia,2024-05-24
330,Arjun Patel,customer330@example.com,Germany,2024-04-17
331,Diya Verma,customer331@example.com,Germany,2023-09-19
332,Aarav Verma,customer332@example.com,Germany,2023-10-22
333,Neha Kumar,customer333@example.com,Canada,2023-03-17
334,Ishaan Nair,customer334@example.com,Germany,2023-11-03
335,Kavya Singh,customer335@example.com,UK,2024-04-12
336,Ananya Rao,customer336@example.com,India,2024-05-09
337,Ananya Rao,customer337@example.com,UK,2024-08-08
338,Rahul Singh,customer338@example.com,India,2023-10-30
339,Varun Rao,customer339@example.com,India,2023-10-09
340,Rahul Sharma,customer340@example.com,Germany,2024-09-12
341,Meera Singh,customer341@example.com,Australia,2023-08-24
342,Sneha Gupta,customer342@example.com,Germany,2023-08-13
343,Ananya Nair,customer343@example.com,Germany,2023-09-14
344,Sneha Kumar,customer344@example.com,India,2024-10-05
345,Vikram Sharma,customer345@example.com,Canada,2023-11-13
346,Aarav Nair,customer346@example.com,Germany,2024-01-09
347,Arjun Reddy,customer347@example.com,UK,2023-10-30
348,Rohan Rao,customer348@example.com,USA,2023-06-29
349,Arjun Joshi,customer349@example.com,Australia,2024-01-10
350,Neha Singh,customer350@example.com,UK,2023-06-18
351,Vikram Verma,customer351@example.com,Germany,2023-10-30
352,Varun Gupta,customer352@example.com,Canada,2023-04-28
353,Aditya Kumar,customer353@example.com,Germany,2023-08-20
354,Rohan Rao,customer354@example.com,UK,2024-07-24
355,Aditya Rao,customer355@example.com,UK,2023-01-15
356,Neha Reddy,customer356@example.com,UK,2024-04-10
357,Riya Singh,customer357@example.com,Canada,2024-08-21
358,Varun Gupta,customer358@example.com,Germany,2023-04-21
359,Ananya Verma,customer359@example.com,Australia,2023-01-26
360,Vikram Joshi,customer360@example.com,Australia,2023-12-02
361,Ananya Reddy,customer361@example.com,Canada,2024-10-12
362,Vikram Singh,customer362@example.com,Canada,2024-10-26
363,Aditya Kumar,customer363@example.com,India,2023-02-16
364,Diya Verma,customer364@example.com,India,2023-04-29
365,Ananya Joshi,customer365@example.com,Canada,2023-05-19
366,Meera Gupta,customer366@example.com,Germany,2024-11-17
367,Rohan Joshi,customer367@example.com,Australia,2024-03-05
368,Rohan Kumar,customer368@example.com,Germany,2024-02-29
369,Aditya Verma,customer369@example.com,Canada,2024-09-22
370,Diya Sharma,customer370@example.com,USA,2024-01-15
371,Meera Verma,customer371@example.com,UK,2023-08-30
372,Aditya Gupta,customer372@example.com,Germany,2024-07-11
373,Ishaan Sharma,customer373@example.com,UK,2024-02-12
374,Ananya Reddy,customer374@example.com,India,2024-04-10
375,Riya Patel,customer375@example.com,Germany,2024-10-19
376,Rahul Sharma,customer376@example.com,UK,2023-02-21
377,Ananya Kumar,customer377@example.com,USA,2024-08-01
378,Aditya Joshi,customer378@example.com,Australia,2023-08-01
379,Ananya Patel,customer379@example.com,USA,2023-12-03
380,Sneha Nair,customer380@example.com,UK,2023-01-03
381,Varun Kumar,customer381@example.com,Australia,2023-05-14
382,Diya Kumar,customer382@example.com,Germany,2023-04-23
383,Varun Sharma,customer383@example.com,India,2023-05-15
384,Ishaan Patel,customer384@example.com,UK,2024-08-25
385,Aarav Kumar,customer385@example.com,India,2023-09-29
386,Arjun Rao,customer386@example.com,India,2024-06-22
387,Rohan Reddy,customer387@example.com,Canada,2024-05-02
388,Sneha Gupta,customer388@example.com,Australia,2024-06-09
389,Aditya Verma,customer389@example.com,USA,2024-05-30
390,Rahul Sharma,customer390@example.com,Australia,2024-11-05
391,Diya Verma,customer391@example.com,India,2024-10-20
392,Aarav Verma,customer392@example.com,Canada,2024-02-16
393,Riya Reddy,customer393@example.com,Germany,2024-05-17
394,Vikram Verma,customer394@example.com,India,2023-03-17
395,Ishaan Nair,customer395@example.com,India,2023-06-01
396,Arjun Singh,customer396@example.com,Germany,2024-10-01
397,Rahul Joshi,customer397@example.com,Canada,2023-11-29
398,Rahul Joshi,customer398@example.com,Canada,2023-10-29
399,Neha Nair,customer399@example.com,India,2024-03-16
400,Sneha Reddy,customer400@example.com,Germany,2024-11-01
401,Vikram Joshi,customer401@example.com,Canada,2023-08-09
402,Meera Patel,customer402@example.com,UK,2024-02-28
403,Varun Verma,customer403@example.com,Canada,2024-02-13
404,Rohan Reddy,customer404@example.com,Canada,2023-11-17
405,Ishaan Singh,customer405@example.com,USA,2024-01-19
406,Riya Verma,customer406@example.com,India,2023-03-10
407,Varun Reddy,customer407@example.com,Canada,2023-04-06
408,Aditya Gupta,customer408@example.com,Australia,2023-05-14
409,Aarav Nair,customer409@example.com,Australia,2024-07-29
410,Ishaan Reddy,customer410@example.com,UK,2024-02-25
411,Varun Rao,customer411@example.com,UK,2023-02-22
412,Rahul Singh,customer412@example.com,India,2023-12-27
413,Rahul Joshi,customer413@example.com,USA,2023-08-06
414,Riya Verma,customer414@example.com,India,2023-08-18
415,Ishaan Joshi,customer415@example.com,India,2024-01-12
416,Sneha Singh,customer416@example.com,USA,2024-08-10
417,Sneha Rao,customer417@example.com,Australia,2024-07-28
418,Rahul Joshi,customer418@example.com,Australia,2023-01-27
419,Vikram Singh,customer419@example.com,USA,2023-01-30
420,Diya Singh,customer420@example.com,UK,2023-12-14
421,Aarav Kumar,customer421@example.com,Australia,2023-05-27
422,Riya Rao,customer422@example.com,USA,2023-03-13
423,Rohan Sharma,customer423@example.com,Germany,2023-04-04
424,Neha Patel,customer424@example.com,Canada,2024-01-21
425,Meera Gupta,customer425@example.com,UK,2023-06-11
426,Diya Gupta,customer426@example.com,Australia,2024-08-04
427,Aditya Sharma,customer427@example.com,USA,2023-06-09
428,Sneha Nair,customer428@example.com,Germany,2023-02-20
429,Aditya Singh,customer429@example.com,Germany,2024-03-29
430,Kavya Verma,customer430@example.com,Canada,2024-09-13
431,Kavya Singh,customer431@example.com,Australia,2023-08-09
432,Aditya Gupta,customer432@example.com,India,2024-03-16
433,Diya Nair,customer433@example.com,Australia,2024-05-13
434,Riya Singh,customer434@example.com,USA,2023-02-16
435,Kavya Nair,customer435@example.com,India,2023-02-26
436,Ananya Singh,customer436@example.com,USA,2023-08-05
437,Sneha Singh,customer437@example.com,UK,2023-10-24
438,Aditya Sharma,customer438@example.com,Germany,2024-05-24
439,Kavya Kumar,customer439@example.com,Canada,2023-05-13
440,Neha Patel,customer440@example.com,Australia,2024-05-27
441,Varun Gupta,customer441@example.com,Canada,2023-03-15
442,Varun Sharma,customer442@example.com,India,2024-03-22
443,Meera Reddy,customer443@example.com,Australia,2023-11-17
444,Kavya Nair,customer444@example.com,Germany,2024-02-19
445,Riya Rao,customer445@example.com,India,2023-10-24
446,Kavya Sharma,customer446@example.com,USA,2023-11-29
447,Sneha Nair,customer447@example.com,Germany,2024-04-16
448,Vikram Gupta,customer448@example.com,Canada,2023-04-01
449,Varun Reddy,customer449@example.com,Canada,2023-09-07
450,Rahul Rao,customer450@example.com,India,2024-06-20
451,Kavya Singh,customer451@example.com,USA,2023-12-14
452,Ishaan Kumar,customer452@example.com,Australia,2023-03-20
453,Riya Reddy,customer453@example.com,Australia,2024-06-27
454,Ananya Gupta,customer454@example.com,Germany,2023-12-26
455,Varun Kumar,customer455@example.com,India,2023-08-30
456,Arjun Singh,customer456@example.com,USA,2023-07-22
457,Rahul Kumar,customer457@example.com,India,2024-11-02
458,Arjun Verma,customer458@example.com,Australia,2024-04-20
459,Sneha Nair,customer459@example.com,Germany,2024-04-04
460,Vikram Nair,customer460@example.com,Germany,2024-10-20
461,Rahul Gupta,customer461@example.com,UK,2024-10-04
462,Arjun Verma,customer462@example.com,Canada,2023-03-11
463,Meera Singh,customer463@example.com,Australia,2023-10-09
464,Aarav Gupta,customer464@example.com,India,2024-06-03
465,Diya Verma,customer465@example.com,India,2024-04-07
466,Aarav Gupta,customer466@example.com,India,2023-10-21
467,Riya Reddy,customer467@example.com,Australia,2024-09-21
468,Neha Rao,customer468@example.com,Australia,2024-04-18
469,Neha Sharma,customer469@example.com,Australia,2024-04-05
470,Riya Patel,customer470@example.com,Australia,2023-11-26
471,Meera Joshi,customer471@example.com,India,2023-06-04
472,Meera Reddy,customer472@example.com,Germany,2023-12-18
473,Aditya Joshi,customer473@example.com,USA,2024-10-23
474,Aarav Patel,customer474@example.com,Canada,2024-03-24
475,Neha Joshi,customer475@example.com,USA,2024-09-16
476,Ishaan Gupta,customer476@example.com,Canada,2023-10-17
477,Kavya Gupta,customer477@example.com,Australia,2024-11-26
478,Aarav Gupta,customer478@example.com,UK,2023-03-09
479,Aditya Joshi,customer479@example.com,Canada,2024-11-25
480,Diya Singh,customer480@example.com,Australia,2024-11-03
481,Varun Kumar,customer481@example.com,India,2023-12-08
482,Rahul Kumar,customer482@example.com,UK,2023-12-25
483,Riya Rao,customer483@example.com,Australia,2023-05-13
484,Rohan Reddy,customer484@example.com,Australia,2023-11-14
485,Kavya Gupta,customer485@example.com,Germany,2023-05-11
486,Rohan Joshi,customer486@example.com,Germany,2023-04-06
487,Riya Rao,customer487@example.com,UK,2024-06-04
488,Aarav Gupta,customer488@example.com,USA,2023-11-13
